Show Id;Type;Title;Country;Date Added;Release Year;Rating;Duration;Listed In
s5629;Movie;Single;Indonesia;September 28, 2018;2015;TV-PG;127 min;Comedies, International Movies, Romantic Movies
s5630;TV Show;Single Ladies Senior;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";December 22, 2018;2018;TV-MA;1 Season;International TV Shows, Romantic TV Shows, TV Dramas
s5631;TV Show;Single Wives;Australia;July 18, 2020;2018;TV-MA;1 Season;Reality TV, Romantic TV Shows
s5632;TV Show;Singles Villa;China;June 10, 2017;2015;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Dramas
s5633;Movie;Singularity;Switzerland, United States;June 1, 2018;2017;PG-13;92 min;Action & Adventure, Dramas, Sci-Fi & Fantasy
s5634;Movie;Sinister 2;United States, United Kingdom;October 16, 2019;2015;R;97 min;Horror Movies
s5635;Movie;Sinister Circle;Peru;October 1, 2019;2017;TV-MA;87 min;Horror Movies, International Movies
s5636;TV Show;Sintonia;Brazil;August 9, 2019;2019;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas
s5637;Movie;Siren;United States;January 1, 2020;2016;TV-MA;83 min;Horror Movies
s5638;TV Show;Sirius the Jaeger;Japan;December 21, 2018;2018;TV-MA;1 Season;Anime Series, International TV Shows, TV Thrillers
s5639;Movie;Sister Cities;United States;December 16, 2016;2016;TV-MA;88 min;Dramas
s5640;Movie;Sister Code;United States;February 14, 2016;2015;R;95 min;Comedies, Dramas, Romantic Movies
s5641;TV Show;Sister, Sister;United States;September 1, 2020;1998;TV-G;6 Seasons;TV Comedies, Teen TV Shows
s5642;Movie;Sisterakas;Philippines;March 7, 2019;2012;TV-14;105 min;Comedies, International Movies
s5643;TV Show;Sisters;Australia;September 1, 2018;2018;TV-MA;1 Season;International TV Shows, TV Comedies, TV Dramas
s5644;Movie;Sitara: Let Girls Dream;Pakistan, United States;March 8, 2020;2020;TV-PG;16 min;Children & Family Movies, Dramas
s5645;TV Show;Six Windows in the Desert;Saudi Arabia;February 27, 2020;2020;TV-14;1 Season;TV Shows
s5646;Movie;Skin;Nigeria;June 28, 2020;2019;TV-MA;76 min;Documentaries, International Movies
s5647;TV Show;Skin Decision: Before and After;United States;July 15, 2020;2020;TV-MA;1 Season;Reality TV
s5648;Movie;Skin Trade;Thailand, Canada, United States;December 17, 2018;2014;R;96 min;Action & Adventure
s5649;TV Show;Skin Wars;United States;October 1, 2016;2016;TV-14;3 Seasons;Reality TV
s5650;TV Show;Skin Wars: Fresh Paint;United States;December 15, 2018;2016;TV-14;1 Season;Reality TV
s5651;Movie;Skins;Spain;April 1, 2017;2017;TV-MA;78 min;Dramas, International Movies
s5652;Movie;Skiptrace;China, Hong Kong, United States;July 4, 2019;2016;PG-13;107 min;Action & Adventure, Comedies
s5653;Movie;Sky Ladder: The Art of Cai Guo-Qiang;United States;October 14, 2016;2016;TV-MA;80 min;Documentaries
s5654;Movie;Sky on Fire;China, Hong Kong;August 5, 2017;2016;TV-MA;100 min;Action & Adventure, International Movies
s5655;Movie;Sky Tour: The Movie;Vietnam;September 2, 2020;2020;TV-G;93 min;Documentaries, International Movies, Music & Musicals
s5656;Movie;Skydancers;United States, France;June 27, 2018;2014;TV-G;49 min;Documentaries, Sports Movies
s5657;TV Show;Skylanders Academy;South Korea, United States;September 28, 2018;2018;TV-Y7;3 Seasons;Kids TV, TV Comedies
s5658;Movie;Skyline;United States;January 16, 2019;2010;PG-13;94 min;Action & Adventure, Sci-Fi & Fantasy
s5659;TV Show;Skylines;Germany;September 27, 2019;2019;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas
s5660;Movie;Slam;Italy;April 15, 2017;2017;TV-MA;99 min;Comedies, Dramas, International Movies
s5661;TV Show;Slasher;Canada;June 23, 2020;2019;TV-MA;3 Seasons;TV Horror, TV Mysteries, TV Thrillers
s5662;Movie;Sleeping with Other People;United States;October 2, 2017;2015;R;101 min;Comedies, Dramas, Independent Movies
s5663;TV Show;Sleepless Society: Bedtime Wishes;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";October 31, 2019;2019;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas
s5664;TV Show;Sleepless Society: Insomnia;Thailand;February 13, 2020;2019;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas
s5665;TV Show;Sleepless Society: Nyctophobia;Thailand;August 1, 2019;2019;TV-MA;1 Season;International TV Shows, TV Mysteries, TV Thrillers
s5666;TV Show;Sleepless Society: Two Pillows & A Lost Soul;Thailand;May 15, 2020;2020;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas
s5667;Movie;Sleepover;United States;March 1, 2020;2004;PG;89 min;Comedies, Romantic Movies
s5668;Movie;Sling Blade;United States;November 1, 2019;1996;R;135 min;Dramas, Independent Movies
s5669;Movie;Sliver;United States;January 1, 2020;1993;R;107 min;Thrillers
s5670;TV Show;Slobbys World;United States;December 31, 2018;2018;TV-MA;1 Season;Reality TV
s5671;Movie;Slow Country;Nigeria;December 6, 2019;2017;TV-MA;115 min;Dramas, International Movies
s5672;Movie;Slow West;United Kingdom, New Zealand;July 26, 2018;2015;R;84 min;Action & Adventure, Dramas, International Movies
s5673;Movie;Small Crimes;Canada, United States;April 28, 2017;2017;TV-MA;95 min;Dramas, Thrillers
s5674;Movie;Small Soldiers;United States;June 1, 2019;1998;PG-13;110 min;Action & Adventure, Comedies, Sci-Fi & Fantasy
s5675;Movie;Small Town Crime;United States;May 19, 2018;2017;R;92 min;Thrillers
s5676;Movie;Smart People;United States;July 12, 2019;2008;R;95 min;Comedies, Dramas, Independent Movies
s5677;Movie;Smash: Motorized Mayhem;United States;May 15, 2017;2017;TV-MA;66 min;Documentaries, Sports Movies
s5678;Movie;Smoke & Mirrors;Spain;June 1, 2017;2016;TV-14;123 min;Dramas, International Movies, Thrillers
s5679;TV Show;Smoking;Japan;July 27, 2018;2018;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Action & Adventure
s5680;Movie;SMOSH: The Movie;United States;September 22, 2015;2015;PG-13;83 min;Comedies
s5681;TV Show;Sneakerheads;United States;September 25, 2020;2020;TV-MA;1 Season;TV Comedies
s5682;Movie;Sniper: Special Ops;United States;January 10, 2020;2016;R;86 min;Action & Adventure, Dramas
s5683;Movie;Snow Day;United States;January 1, 2020;2000;PG;89 min;Children & Family Movies, Comedies
s5684;Movie;Snowden;United Kingdom, France, Germany, United States;November 1, 2020;2016;R;134 min;Dramas, Thrillers
s5685;Movie;Snowpiercer;South Korea, Czech Republic;May 1, 2019;2013;R;126 min;Action & Adventure, Cult Movies, International Movies
s5686;Movie;So Much Love to Give;Argentina;September 9, 2020;2020;TV-14;108 min;Comedies, International Movies, Music & Musicals
s5687;Movie;Socha Na Tha;India;July 1, 2018;2005;TV-14;137 min;Comedies, International Movies, Romantic Movies
s5688;Movie;Social Animals;United States;March 19, 2019;2018;TV-MA;87 min;Documentaries
s5689;TV Show;Social Distance;United States;October 15, 2020;2020;TV-MA;1 Season;TV Comedies, TV Dramas
s5690;Movie;Soekarno;Indonesia;January 5, 2019;2013;TV-MA;142 min;Dramas, International Movies
s5691;Movie;SofIa Nino de Rivera: Exposed;Mexico;June 24, 2016;2016;TV-MA;80 min;Stand-Up Comedy
s5692;Movie;SofIa Nino de Rivera: SelecciOn Natural;Mexico;March 30, 2018;2018;TV-MA;62 min;Stand-Up Comedy
s5693;TV Show;Sofia the First;United States;October 8, 2018;2017;TV-Y;4 Seasons;Kids TV
s5694;Movie;Sohni Mahiwal;India, Soviet Union;September 1, 2017;1984;TV-14;160 min;Dramas, International Movies, Romantic Movies
s5695;Movie;Sol Levante;Japan;April 2, 2020;2020;TV-14;5 min;Action & Adventure, Anime Features, International Movies
s5696;Movie;Soldier;India;September 1, 2020;1998;TV-14;155 min;Comedies, Dramas, International Movies
s5697;Movie;Solo;Spain;January 11, 2019;2018;TV-MA;91 min;Dramas, Independent Movies, International Movies
s5698;Movie;Solo Con Tu Pareja;Mexico;September 1, 2018;1991;NR;94 min;Comedies, Independent Movies, International Movies
s5699;Movie;Solo: A Star Wars Story;United States;January 9, 2019;2018;PG-13;135 min;Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy
s5700;Movie;Solo: A Star Wars Story (Spanish Version);United States;January 9, 2019;2018;PG-13;135 min;Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy
s5701;Movie;Solomon Kane;Czech Republic, United Kingdom, France;February 15, 2018;2009;R;104 min;Action & Adventure, International Movies, Sci-Fi & Fantasy
s5702;TV Show;Some Assembly Required;Canada;October 16, 2015;2015;TV-Y;2 Seasons;Kids TV, TV Comedies
s5703;Movie;Some Freaks;United States;December 18, 2017;2017;TV-MA;97 min;Dramas, Romantic Movies
s5704;TV Show;Somebody Feed Phil;United States;October 30, 2020;2020;TV-14;4 Seasons;Docuseries, Reality TV
s5705;Movie;Someone Great;United States;April 19, 2019;2019;R;92 min;Comedies, Romantic Movies
s5706;TV Show;Someone Has to Die;Mexico, Spain;October 16, 2020;2020;TV-MA;1 Season;Crime TV Shows, International TV Shows, Spanish-Language TV Shows
s5707;TV Show;Someone Like You;Taiwan;October 1, 2016;2015;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Dramas
s5708;Movie;Something Huge;Spain;March 1, 2018;2017;TV-MA;87 min;Comedies, Independent Movies, International Movies
s5709;TV Show;Something in the Rain;South Korea;May 26, 2018;2018;TV-MA;1 Season;International TV Shows, Korean TV Shows, Romantic TV Shows
s5710;Movie;Somethings Gotta Give;United States;August 1, 2019;2003;PG-13;128 min;Comedies, Romantic Movies
s5711;Movie;Sometimes;India;May 1, 2018;2016;TV-14;101 min;Dramas, International Movies
s5712;TV Show;Somewhere Between;United States;June 30, 2018;2017;TV-14;1 Season;Crime TV Shows, TV Dramas, TV Mysteries
s5713;TV Show;Somewhere Only We Know;China;June 15, 2019;2019;TV-MA;1 Season;International TV Shows, Romantic TV Shows, TV Comedies
s5714;Movie;Sommore: Chandelier Status;United States;July 4, 2018;2013;TV-MA;77 min;Stand-Up Comedy
s5715;Movie;Sommore: The Reign Continues;United States;November 1, 2018;2015;TV-MA;93 min;Stand-Up Comedy
s5716;Movie;Son of a Gun;Australia, United Kingdom, Canada;July 19, 2018;2014;R;109 min;Action & Adventure, Dramas, Independent Movies
s5717;Movie;Son Of Adam;Egypt;September 10, 2020;2018;TV-14;110 min;Dramas, International Movies, Thrillers
s5718;TV Show;Song Exploder;United States;December 15, 2020;2020;TV-MA;2 Seasons;Docuseries
s5719;Movie;Soni;India;January 18, 2019;2018;TV-MA;97 min;Dramas, Independent Movies, International Movies
s5720;TV Show;Sonic X;Japan;January 29, 2020;2003;TV-Y7;2 Seasons;Anime Series, Kids TV
s5721;Movie;Sons of Ben;United States;December 10, 2016;2016;NR;73 min;Documentaries, Sports Movies
s5722;TV Show;Sons of the Caliphate;Nigeria;January 24, 2020;2017;TV-14;2 Seasons;International TV Shows, TV Dramas
s5723;Movie;Soorma;India;October 13, 2018;2018;TV-14;131 min;Dramas, International Movies, Sports Movies
s5724;Movie;Sorry To Disturb;Egypt;June 2, 2020;2008;TV-14;116 min;Dramas, International Movies
s5725;TV Show;Sotus The Series;Thailand;May 25, 2019;2016;TV-MA;1 Season;International TV Shows, Romantic TV Shows, TV Dramas
s5726;TV Show;Soul Eater;Japan;January 16, 2020;2008;TV-14;1 Season;Anime Series, International TV Shows
s5727;Movie;Soul Robbers;Mexico;July 1, 2018;2015;TV-14;88 min;Horror Movies, International Movies
s5728;Movie;Soul Surfer;United States;May 17, 2020;2011;PG;106 min;Dramas, Faith & Spirituality, Sports Movies
s5729;Movie;Soul to Keep;United States;July 1, 2019;2019;TV-MA;94 min;Horror Movies, Independent Movies
s5730;TV Show;Soundtrack;United States;December 18, 2019;2019;TV-MA;1 Season;Romantic TV Shows, TV Dramas
s5731;Movie;Sour Grapes;United Kingdom;November 18, 2016;2016;NR;85 min;Documentaries
s5732;TV Show;Southern Survival;United States;July 3, 2020;2020;TV-PG;1 Season;Reality TV
s5733;Movie;Space Cowboys;United States;August 1, 2019;2000;PG-13;130 min;Action & Adventure, Dramas, Sci-Fi & Fantasy
s5734;TV Show;Space Force;United States;May 29, 2020;2020;TV-MA;1 Season;TV Comedies
s5735;TV Show;Space Jungle;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";December 1, 2019;2016;TV-Y;2 Seasons;Kids TV, Korean TV Shows, TV Comedies
s5736;TV Show;Space Racers;United States;March 31, 2020;2014;TV-Y;1 Season;Kids TV
s5737;Movie;Spanish Affair 2;Spain;November 1, 2016;2015;TV-MA;107 min;Comedies, International Movies, Romantic Movies
s5738;TV Show;Spark;South Korea;February 15, 2017;2016;TV-PG;1 Season;International TV Shows, Korean TV Shows, Romantic TV Shows
s5739;Movie;Sparkle;United States;November 1, 2019;1976;PG;98 min;Dramas, Music & Musicals
s5740;Movie;Sparring;France;September 1, 2018;2017;TV-MA;94 min;Dramas, International Movies, Sports Movies
s5741;TV Show;Sparta;Russia;February 1, 2019;2018;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas
s5742;TV Show;Spartacus;United States; February 1, 2015;2013;TV-MA;4 Seasons;TV Action & Adventure, TV Dramas
s5743;TV Show;Special;United States;April 12, 2019;2019;TV-MA;1 Season;TV Comedies
s5744;Movie;Special 26;India;July 5, 2020;2013;TV-PG;137 min;Dramas, International Movies, Thrillers
s5745;Movie;Special Correspondents;Canada, United Kingdom, United States;April 29, 2016;2016;TV-MA;101 min;Comedies
s5746;Movie;Spectral;United States, Hungary;December 9, 2016;2016;TV-14;108 min;Action & Adventure, Sci-Fi & Fantasy
s5747;TV Show;Spectros;Brazil;February 20, 2020;2020;TV-MA;1 Season;International TV Shows, TV Horror, TV Mysteries
s5748;Movie;Speech & Debate;United States;July 6, 2017;2017;PG-13;96 min;Comedies, Dramas, Independent Movies
s5749;Movie;Speed Is My Need;United Kingdom;January 9, 2020;2019;TV-14;75 min;Documentaries, Sports Movies
s5750;Movie;Spelling the Dream;United States;June 3, 2020;2020;TV-G;83 min;Children & Family Movies, Documentaries
s5751;Movie;Spenser Confidential;United States;March 6, 2020;2020;R;111 min;Action & Adventure, Comedies
s5752;Movie;SPF-18;United States;October 30, 2017;2017;PG-13;75 min;Dramas, Romantic Movies, Sports Movies
s5753;TV Show;Spice Up;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";July 1, 2017;2014;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Dramas
s5754;Movie;Spider-Man 3;United States;November 1, 2019;2007;PG-13;139 min;Action & Adventure, Sci-Fi & Fantasy
s5755;Movie;Spider-Man: Into the Spider-Verse;United States;June 26, 2019;2018;PG;117 min;Action & Adventure, Comedies
s5756;TV Show;Spinning Out;United States;January 1, 2020;2020;TV-MA;1 Season;TV Dramas
s5757;TV Show;Spirit Riding Free: Pony Tales;United States;October 18, 2019;2019;TV-Y7;2 Seasons;Kids TV
s5758;Movie;Spirit Riding Free: Ride Along Adventure;United States;December 8, 2020;2020;TV-Y7;79 min;Children & Family Movies
s5759;TV Show;Spirit Riding Free: Riding Academy;United States;September 4, 2020;2020;TV-Y7;2 Seasons;Kids TV
s5760;Movie;Spirit Riding Free: Spirit of Christmas;United States;December 6, 2019;2019;TV-Y7;46 min;Children & Family Movies
s5761;TV Show;Spirit: Riding Free;United States;April 5, 2019;2019;TV-Y7;8 Seasons;Kids TV
s5762;TV Show;Spiritual House;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";May 1, 2018;2017;TV-PG;1 Season;International TV Shows, Stand-Up Comedy & Talk Shows
s5763;Movie;Spitfire: The Plane that Saved the World;United Kingdom;November 1, 2019;2018;TV-14;95 min;Documentaries
s5764;Movie;Spivak;United States;May 12, 2018;2017;TV-MA;92 min;Comedies, Independent Movies
s5765;TV Show;Splash and Bubbles;United States; August 13, 2018;2018;TV-Y;2 Seasons;Kids TV
s5766;Movie;Splatter;United States;November 18, 2009;2009;TV-MA;29 min;Horror Movies
s5767;Movie;Spookley and the Christmas Kittens;United States;November 30, 2020;2019;TV-Y;45 min;Children & Family Movies
s5768;Movie;Spookley the Square Pumpkin;United States;September 1, 2019;2004;G;47 min;Children & Family Movies
s5769;TV Show;Spotless;United Kingdom, France;October 15, 2016;2015;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas
s5770;Movie;Spotlight;United States;July 22, 2020;2015;R;129 min;Dramas, Independent Movies
s5771;Movie;Spring Breakers;United States, France;January 10, 2021;2012;R;94 min;Comedies, Cult Movies, Dramas
s5772;Movie;Springsteen on Broadway;United States;December 16, 2018;2018;TV-MA;153 min;Music & Musicals
s5773;Movie;Sprinter;Jamaica, United States;April 15, 2020;2018;TV-MA;112 min;Dramas, International Movies, Sports Movies
s5774;Movie;Spy Kids;United States;April 1, 2019;2001;PG;88 min;Children & Family Movies, Comedies
s5775;Movie;Spy Kids 2: The Island of Lost Dreams;United States;March 8, 2019;2002;PG;100 min;Children & Family Movies, Comedies
s5776;Movie;Spy Kids 3: Game Over;United States;April 1, 2019;2003;PG;83 min;Children & Family Movies, Comedies
s5777;Movie;Spy Kids: All the Time in the World;United States;February 19, 2019;2011;PG;88 min;Children & Family Movies, Comedies
s5778;TV Show;Spy Kids: Mission Critical;United States, Canada;November 30, 2018;2018;TV-Y7;2 Seasons;Kids TV
s5779;Movie;Spy Time;Spain;June 1, 2016;2015;TV-MA;93 min;Action & Adventure, Comedies, International Movies
s5780;Movie;Spyder;India;August 28, 2018;2017;TV-14;140 min;Action & Adventure, International Movies
s5781;Movie;St. Agatha;United States;August 8, 2019;2018;TV-MA;103 min;Horror Movies, Independent Movies
s5782;Movie;Staged Killer;United States;June 28, 2019;2019;TV-14;88 min;Thrillers
s5783;TV Show;Stand Up and Away! with Brian Regan;United States;December 24, 2018;2018;TV-PG;1 Season;Stand-Up Comedy & Talk Shows, TV Comedies
s5784;Movie;Standoff;Canada;December 11, 2018;2015;R;86 min;Action & Adventure
s5785;Movie;Star Men;Canada, United States, United Kingdom;February 5, 2017;2015;TV-14;88 min;Documentaries
s5786;TV Show;Star Trek;United States;October 1, 2017;1968;TV-14;3 Seasons;Classic & Cult TV, TV Action & Adventure, TV Sci-Fi & Fantasy
s5787;TV Show;Star Trek: Deep Space Nine;United States;January 1, 2017;1999;TV-14;7 Seasons;TV Action & Adventure, TV Sci-Fi & Fantasy
s5788;TV Show;Star Trek: Enterprise;United States;October 1, 2017;2004;TV-14;4 Seasons;Classic & Cult TV, TV Action & Adventure, TV Sci-Fi & Fantasy
s5789;TV Show;Star Trek: The Next Generation;United States;April 2, 2018;1993;TV-PG;7 Seasons;TV Action & Adventure, TV Sci-Fi & Fantasy
s5790;TV Show;Star Trek: Voyager;United States;October 1, 2017;2000;TV-PG;7 Seasons;TV Action & Adventure, TV Sci-Fi & Fantasy
s5791;Movie;Star Wars: Episode VIII: The Last Jedi;United States;June 26, 2018;2017;PG-13;152 min;Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy
s5792;TV Show;Star-Crossed;United States;April 16, 2015;2014;TV-14;1 Season;Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy
s5793;TV Show;StarBeam;United States;September 8, 2020;2020;TV-Y;2 Seasons;Kids TV
s5794;Movie;StarBeam: Halloween Hero;Canada;October 6, 2020;2020;TV-Y;33 min;Children & Family Movies
s5795;Movie;Stardust;United Kingdom, United States;July 1, 2020;2007;PG-13;128 min;Action & Adventure, International Movies, Romantic Movies
s5796;TV Show;Stargate SG-1;United States, Canada;December 1, 2020;2006;TV-MA;10 Seasons;Classic & Cult TV, TV Action & Adventure, TV Sci-Fi & Fantasy
s5797;Movie;Starred Up;United Kingdom;August 29, 2019;2013;TV-MA;106 min;Dramas, Independent Movies, International Movies
s5798;Movie;Stars in the Sky: A Hunting Story;United States;August 7, 2020;2018;TV-14;69 min;Documentaries
s5799;Movie;Starsky & Hutch;United States;July 1, 2019;2004;PG-13;101 min;Action & Adventure, Comedies
s5800;TV Show;Start-Up;South Korea;October 18, 2020;2020;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Comedies
s5801;Movie;Starting Over Again;Philippines;March 7, 2019;2014;TV-14;128 min;Dramas, International Movies, Romantic Movies
s5802;TV Show;Stateless;Australia;July 8, 2020;2020;TV-MA;1 Season;International TV Shows, TV Dramas
s5803;TV Show;Station Horizon;Switzerland;September 1, 2016;2015;TV-MA;1 Season;International TV Shows, TV Comedies, TV Dramas
s5804;TV Show;Stay Here;United States;August 17, 2018;2018;TV-PG;1 Season;Reality TV
s5805;TV Show;Stay Tuned!;Japan;March 21, 2019;2019;TV-14;1 Season;International TV Shows, TV Comedies, TV Dramas
s5806;Movie;Steal a Pencil for Me;United States;September 15, 2019;2006;TV-PG;94 min;Documentaries
s5807;Movie;Stealing History;United States;July 1, 2016;2006;TV-PG;52 min;Documentaries, International Movies
s5808;Movie;Steam Team to the Rescue;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";March 15, 2020;2019;TV-Y;23 min;Children & Family Movies
s5809;Movie;Steel Rain;South Korea;March 14, 2018;2018;TV-MA;140 min;Action & Adventure, Dramas, International Movies
s5810;Movie;Step Brothers;United States;November 1, 2019;2008;R;98 min;Comedies
s5811;Movie;Step Outside;Egypt;June 6, 2019;2018;TV-14;89 min;Comedies, International Movies
s5812;Movie;Step Sisters;United States;January 19, 2018;2018;PG-13;108 min;Comedies
s5813;Movie;Stephanie;United States;September 1, 2018;2017;R;86 min;Horror Movies
s5814;Movie;Stereo;Germany;January 15, 2017;2014;TV-MA;91 min;International Movies, Thrillers
s5815;Movie;Steve Jobs;United Kingdom, United States;January 16, 2020;2015;R;122 min;Dramas
s5816;Movie;Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life;United States;May 25, 2018;2018;TV-14;74 min;Stand-Up Comedy
s5817;Movie;Sthaniya Sambaad;India;March 15, 2018;2010;TV-14;106 min;Dramas, International Movies
s5818;Movie;Still;Thailand;September 14, 2018;2010;TV-MA;100 min;Horror Movies, International Movies
s5819;TV Show;Still Game;United Kingdom;December 30, 2020;2018;TV-14;9 Seasons;British TV Shows, Classic & Cult TV, TV Comedies
s5820;Movie;Still LAUGH-IN: The Stars Celebrate;United States;May 14, 2019;2019;TV-MA;61 min;Comedies
s5821;Movie;Stink!;United States;November 1, 2018;2015;TV-PG;91 min;Documentaries
s5822;TV Show;Stoked;United States, Canada;December 16, 2017;2010;TV-PG;1 Season;Kids TV
s5823;TV Show;Stolen Away;Spain;October 23, 2020;2020;TV-MA;1 Season;Crime TV Shows, International TV Shows, Spanish-Language TV Shows
s5824;TV Show;Stone Age;South Korea;July 1, 2019;2017;TV-Y7;1 Season;Kids TV, Korean TV Shows
s5825;Movie;Stonehearst Asylum;United States;September 8, 2017;2014;PG-13;113 min;Horror Movies, Thrillers
s5826;Movie;Stop at Nothing: The Lance Armstrong Story;Australia, United Kingdom, United States, New Zealand, Italy, France;February 15, 2015;2014;NR;100 min;Documentaries, International Movies, Sports Movies
s5827;TV Show;Storage Wars: Northern Treasures;United States;July 22, 2019;2015;TV-MA;1 Season;International TV Shows, Reality TV
s5828;TV Show;Stories by Rabindranath Tagore;India;July 5, 2018;2015;TV-PG;1 Season;International TV Shows, TV Dramas
s5829;Movie;Story of an Egg;India;October 15, 2017;2017;TV-PG;132 min;Comedies, International Movies, Romantic Movies
s5830;TV Show;StoryBots Super Songs;United States;October 7, 2016;2016;TV-Y;1 Season;Kids TV
s5831;Movie;Straight Up;United States;June 26, 2020;2020;TV-MA;96 min;Comedies, Independent Movies, LGBTQ Movies
s5832;Movie;Strange but True;Canada;August 30, 2020;2019;PG-13;96 min;Dramas, Thrillers
s5833;Movie;Strange Voices;United States;October 1, 2011;1987;TV-PG;96 min;Dramas
s5834;Movie;Strange Weather;United States;October 26, 2017;2016;R;91 min;Dramas, Independent Movies
s5835;TV Show;Stranger;South Korea;August 16, 2020;2020;TV-MA;2 Seasons;Crime TV Shows, International TV Shows, Korean TV Shows
s5836;Movie;Stranger than Fiction;United States, United Kingdom;October 1, 2020;2006;PG-13;113 min;Comedies, Romantic Movies
s5837;TV Show;Stranger Things;United States;July 4, 2019;2019;TV-14;3 Seasons;TV Horror, TV Mysteries, TV Sci-Fi & Fantasy
s5838;TV Show;Strangers from Hell;South Korea;May 15, 2020;2019;TV-MA;1 Season;International TV Shows, Korean TV Shows, TV Horror
s5839;TV Show;Strawberry Shortcake: Berry Bitty Adventures;France, United States, Canada;January 1, 2016;2015;TV-Y;1 Season;Kids TV
s5840;Movie;Stray Bullet;Lebanon;June 18, 2020;2010;TV-MA;76 min;Dramas, International Movies, Romantic Movies
s5841;Movie;Stree;India;June 7, 2019;2018;TV-MA;127 min;Comedies, Horror Movies, Independent Movies
s5842;Movie;Street Flow;France;October 13, 2019;2019;TV-MA;96 min;Dramas, International Movies
s5843;TV Show;Street Food;United States;April 26, 2019;2019;TV-PG;1 Season;Docuseries
s5844;TV Show;Street Food: Latin America;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";July 21, 2020;2020;TV-PG;1 Season;Docuseries, Spanish-Language TV Shows
s5845;TV Show;Stretch Armstrong & the Flex Fighters;United States;September 7, 2018;2018;TV-Y7;2 Seasons;Kids TV
s5846;Movie;Stretch Armstrong: The Breakout;United States;March 13, 2018;2018;TV-Y7;104 min;Children & Family Movies
s5847;Movie;Strictly Ballroom;Australia, United Kingdom;January 1, 2020;1992;PG;95 min;Classic Movies, Comedies, Romantic Movies
s5848;Movie;Strike a Pose;Netherlands, Belgium;April 7, 2017;2016;TV-MA;85 min;Documentaries, International Movies, LGBTQ Movies
s5849;Movie;Stripes;United States;September 1, 2019;1981;R;106 min;Classic Movies, Comedies, Cult Movies
s5850;Movie;Striptease;United States;January 1, 2021;1996;R;117 min;Comedies, Dramas
s5851;TV Show;Strong;United States;October 1, 2018;2016;TV-14;1 Season;Reality TV
s5852;TV Show;Strong Girl Bong-soon;South Korea;November 24, 2019;2017;TV-14;1 Season;Crime TV Shows, International TV Shows, Korean TV Shows
s5853;Movie;Strong Island;United States, Denmark;September 15, 2017;2017;TV-MA;108 min;Documentaries
s5854;Movie;Stronger Than the World;Brazil;February 11, 2017;2016;NR;123 min;Action & Adventure, Dramas, International Movies
s5855;TV Show;Strongest Deliveryman;South Korea;November 23, 2020;2017;TV-MA;1 Season;International TV Shows, Romantic TV Shows, TV Dramas
s5856;TV Show;Strongland;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";January 18, 2019;2018;TV-PG;1 Season;Docuseries, International TV Shows
s5857;Movie;Struggle: The Life and Lost Art of Szukalski;Poland, United States;December 21, 2018;2018;TV-MA;105 min;Documentaries
s5858;Movie;Stuart Little;Germany, United States;January 1, 2020;1999;PG;85 min;Children & Family Movies, Comedies
s5859;Movie;Stuart Little 2;United States;January 1, 2020;2002;PG;78 min;Children & Family Movies, Comedies
s5860;Movie;Stuck Apart;Turkey;January 8, 2021;2021;TV-MA;97 min;Comedies, Dramas, International Movies
s5861;Movie;Studio 54;United States;February 16, 2019;2018;TV-MA;99 min;Documentaries
s5862;Movie;Stunt School;Turkey;April 16, 2020;2019;TV-G;95 min;Children & Family Movies, Comedies, International Movies
s5863;TV Show;Stunt Science;United Kingdom;October 15, 2018;2018;TV-MA;1 Season;British TV Shows, International TV Shows, Reality TV
s5864;Movie;Sturgill Simpson Presents Sound & Fury;United States;September 27, 2019;2019;TV-MA;42 min;Anime Features, Music & Musicals, Sci-Fi & Fantasy
s5865;TV Show;Styling Hollywood;"function () {
    return faker.random.arrayElement(faker.definitions.address.country);
  }";August 30, 2019;2019;TV-14;1 Season;Reality TV
